INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
222021087,1106,,FRAUD - CREDIT CARD / ATM FRAUD,C11, ,0,2022-03-26 11:33:00,2022,3,Saturday,11,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222021163,724,,AUTO THEFT,B2,611,0,2022-03-26 11:30:00,2022,3,Saturday,11,,HUNTINGTON AVE,42.33196447315246,-71.11239238304341,"(42.33196447315246, -71.11239238304341)"
222021096,801,,ASSAULT - SIMPLE,B3, ,0,2022-03-26 11:25:00,2022,3,Saturday,11,,BLUE HILL AVE,42.276537308400236,-71.09339509767602,"(42.276537308400236, -71.09339509767602)"
222021098,2647,,THREATS TO DO BODILY HARM,B2, ,0,2022-03-26 11:20:00,2022,3,Saturday,11,,OLDFIELDS RD,42.308216041912615,-71.07997834727807,"(42.308216041912615, -71.07997834727807)"
222021089,1831,,SICK ASSIST,A1, ,0,2022-03-26 11:17:00,2022,3,Saturday,11,,COURT ST,42.35892278751083,-71.0583535444055,"(42.35892278751083, -71.0583535444055)"
222021080,617,,LARCENY THEFT FROM BUILDING,D14,778,0,2022-03-26 11:16:00,2022,3,Saturday,11,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222021090,3410,,TOWED MOTOR VEHICLE,E13, ,0,2022-03-26 11:04:00,2022,3,Saturday,11,,HALL ST,42.304828739301726,-71.11338552211755,"(42.304828739301726, -71.11338552211755)"
222021092,3115,,INVESTIGATE PERSON,A1, ,0,2022-03-26 11:03:00,2022,3,Saturday,11,,STANIFORD ST,42.3630414918596,-71.06382433571875,"(42.3630414918596, -71.06382433571875)"
222021107,3115,,INVESTIGATE PERSON,D4,167,0,2022-03-26 11:00:00,2022,3,Saturday,11,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222021078,619,,LARCENY ALL OTHERS,B2, ,0,2022-03-26 10:51:00,2022,3,Saturday,10,,CLIFFORD ST,42.319854434786805,-71.07972518175252,"(42.319854434786805, -71.07972518175252)"
222021101,619,,LARCENY ALL OTHERS,A1, ,0,2022-03-26 10:45:00,2022,3,Saturday,10,,CAMBRIDGE ST,42.36122324358718,-71.0659323470323,"(42.36122324358718, -71.0659323470323)"
222021088,3410,,TOWED MOTOR VEHICLE,D14, ,0,2022-03-26 10:36:00,2022,3,Saturday,10,,KELTON ST,42.34819899397373,-71.13941862507252,"(42.34819899397373, -71.13941862507252)"
222021072,3502,,MISSING PERSON - LOCATED,E5, ,0,2022-03-26 10:17:00,2022,3,Saturday,10,,BLUE LEDGE DR,42.27253605547712,-71.13622919140008,"(42.27253605547712, -71.13622919140008)"
222021082,3115,,INVESTIGATE PERSON,C11, ,0,2022-03-26 10:08:00,2022,3,Saturday,10,,AVONDALE ST,42.27426053336004,-71.06900293683383,"(42.27426053336004, -71.06900293683383)"
222021091,1402,,VANDALISM,D4, ,0,2022-03-26 09:46:00,2022,3,Saturday,9,,HUNTINGTON AVE,42.34797239824585,-71.07849581587274,"(42.34797239824585, -71.07849581587274)"
222021064,423,,ASSAULT - AGGRAVATED,C6, ,0,2022-03-26 09:46:00,2022,3,Saturday,9,,MASSACHUSETTS AVE,42.32553800747192,-71.06579591901075,"(42.32553800747192, -71.06579591901075)"
222021062,3201,,PROPERTY - LOST/ MISSING,B3, ,0,2022-03-26 09:46:00,2022,3,Saturday,9,,WOLCOTT ST,42.30273607097931,-71.08248543959975,"(42.30273607097931, -71.08248543959975)"
222021057,3811,,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,D14, ,0,2022-03-26 09:36:00,2022,3,Saturday,9,,N BEACON ST & DUSTIN ST,42.35489796645173,-71.14415494054958,"(42.35489796645173, -71.14415494054958)"
222021051,1402,,VANDALISM,B2,301,0,2022-03-26 09:18:00,2022,3,Saturday,9,,HIGHLAND PARK AVE,42.32653819630225,-71.09507009795108,"(42.32653819630225, -71.09507009795108)"
222021058,1402,,VANDALISM,A1, ,0,2022-03-26 09:16:00,2022,3,Saturday,9,,PIEDMONT ST,42.349921452271865,-71.06819640153076,"(42.349921452271865, -71.06819640153076)"
222021060,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6, ,0,2022-03-26 09:12:00,2022,3,Saturday,9,,DORCHESTER ST,42.334829171821504,-71.04705014578006,"(42.334829171821504, -71.04705014578006)"
222021054,3115,,INVESTIGATE PERSON,E13,574,0,2022-03-26 09:08:00,2022,3,Saturday,9,,WASHINGTON ST,42.30971856767274,-71.10429431787648,"(42.30971856767274, -71.10429431787648)"
222021052,1831,,SICK ASSIST,A7,33,0,2022-03-26 09:00:00,2022,3,Saturday,9,,COTTAGE ST,42.3680258941382,-71.03499440206508,"(42.3680258941382, -71.03499440206508)"
222021049,3008,,SUICIDE / SUICIDE ATTEMPT,C6, ,0,2022-03-26 08:20:00,2022,3,Saturday,8,,BECKLER AVE,42.3335076261514,-71.03692099821777,"(42.3335076261514, -71.03692099821777)"
222021039,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,E18, ,0,2022-03-26 08:11:00,2022,3,Saturday,8,,ROSEWOOD ST,42.26761320097951,-71.0984867559302,"(42.26761320097951, -71.0984867559302)"
222021042,617,,LARCENY THEFT FROM BUILDING,D4, ,0,2022-03-26 08:10:00,2022,3,Saturday,8,,EXETER ST,42.34828759361668,-71.0789177285278,"(42.34828759361668, -71.0789177285278)"
222021038,3301,,VERBAL DISPUTE,E13, ,0,2022-03-26 08:03:00,2022,3,Saturday,8,,CENTRE ST,42.32127430079857,-71.11030469114053,"(42.32127430079857, -71.11030469114053)"
222021046,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,0,2022-03-26 08:01:00,2022,3,Saturday,8,,"BARBARA ST & CENTRE ST
JAMAICA PLAIN  MA 02130
UNI",42.32101703801959,-71.11049394224285,"(42.32101703801959, -71.11049394224285)"
222021035,3115,,INVESTIGATE PERSON,E5, ,0,2022-03-26 07:55:00,2022,3,Saturday,7,,AUGUSTUS AVE,42.28197795989894,-71.12788625751726,"(42.28197795989894, -71.12788625751726)"
222021034,3301,,VERBAL DISPUTE,A7, ,0,2022-03-26 06:55:00,2022,3,Saturday,6,,HAVRE ST,42.369912427958,-71.04092628048308,"(42.369912427958, -71.04092628048308)"
222021024,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2022-03-26 03:58:00,2022,3,Saturday,3,,MOUNT BOWDOIN TER,42.30338365464628,-71.07574685168291,"(42.30338365464628, -71.07574685168291)"
222021018,2632,,EVADING FARE,D14,778,0,2022-03-26 03:15:00,2022,3,Saturday,3,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222021022,3801,,M/V ACCIDENT - OTHER,E5,563,0,2022-03-26 03:12:00,2022,3,Saturday,3,,GRANFIELD AVE,42.28968383324921,-71.12256981879565,"(42.28968383324921, -71.12256981879565)"
222021031,1402,,VANDALISM,A15, ,0,2022-03-26 03:01:00,2022,3,Saturday,3,,POLK ST,42.37912705793007,-71.06122663310994,"(42.37912705793007, -71.06122663310994)"
222021020,1831,,SICK ASSIST,A1, ,0,2022-03-26 02:59:00,2022,3,Saturday,2,,E INDIA ROW,42.35840146216414,-71.05041556251825,"(42.35840146216414, -71.05041556251825)"
222021017,3115,,INVESTIGATE PERSON,B3, ,0,2022-03-26 02:58:00,2022,3,Saturday,2,,CUMMINS HWY,42.26803619660706,-71.09484348205217,"(42.26803619660706, -71.09484348205217)"
222021014,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,A7, ,0,2022-03-26 02:45:00,2022,3,Saturday,2,,"PORTER ST & BENNINGTON ST
EAST BOSTON  MA 02128
UN",42.37495403037632,-71.03869697992145,"(42.37495403037632, -71.03869697992145)"
222021011,801,,ASSAULT - SIMPLE,D4, ,0,2022-03-26 02:36:00,2022,3,Saturday,2,,MARLBOROUGH ST,42.35314550346515,-71.07763936003349,"(42.35314550346515, -71.07763936003349)"
222021013,423,,ASSAULT - AGGRAVATED,E18, ,1,2022-03-26 02:26:00,2022,3,Saturday,2,,BOW ST,42.24410678958532,-71.11786345021876,"(42.24410678958532, -71.11786345021876)"
222021228,801,,ASSAULT - SIMPLE,D4,167,0,2022-03-26 02:10:00,2022,3,Saturday,2,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222021019,3802,,M/V ACCIDENT - PROPERTY DAMAGE,C6,202,0,2022-03-26 02:09:00,2022,3,Saturday,2,,D ST,42.34101414321319,-71.0482368396155,"(42.34101414321319, -71.0482368396155)"
222021117,724,,AUTO THEFT,E5,691,0,2022-03-26 02:00:00,2022,3,Saturday,2,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222021110,619,,LARCENY ALL OTHERS,B3, ,0,2022-03-26 02:00:00,2022,3,Saturday,2,,NIGHTINGALE ST,42.295401747229576,-71.08237834206447,"(42.295401747229576, -71.08237834206447)"
222021006,1831,,SICK ASSIST,D4, ,0,2022-03-26 01:56:00,2022,3,Saturday,1,,LANSDOWNE ST,42.347173632182574,-71.09644389479354,"(42.347173632182574, -71.09644389479354)"
222021005,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1, ,0,2022-03-26 01:53:00,2022,3,Saturday,1,,"BEACON ST & CHARLES ST
BOSTON  MA 02108
UNITED STA",42.35618001845723,-71.06944004957653,"(42.35618001845723, -71.06944004957653)"
222021004,3301,,VERBAL DISPUTE,C6, ,0,2022-03-26 01:37:00,2022,3,Saturday,1,,GENERAL LAWRENCE J LOGAN WAY,42.327796741800064,-71.05435602122697,"(42.327796741800064, -71.05435602122697)"
222020999,1831,,SICK ASSIST,A1, ,0,2022-03-26 01:36:00,2022,3,Saturday,1,,"CHARLES ST S & STUART ST
BOSTON  MA 02116
UNITED S",42.350946015110665,-71.06685594192774,"(42.350946015110665, -71.06685594192774)"
222020998,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D14, ,0,2022-03-26 01:36:00,2022,3,Saturday,1,,WILTON ST,42.355623750751164,-71.13354437309448,"(42.355623750751164, -71.13354437309448)"
222021165,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2022-03-26 01:30:00,2022,3,Saturday,1,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222021003,801,,ASSAULT - SIMPLE,C6, ,0,2022-03-26 01:25:00,2022,3,Saturday,1,,SOUTHAMPTON ST,42.332108429494895,-71.07014394813551,"(42.332108429494895, -71.07014394813551)"
222021127,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,B3, ,0,2022-03-26 01:17:00,2022,3,Saturday,1,,LORNE ST,42.29352763244121,-71.09037783070687,"(42.29352763244121, -71.09037783070687)"
222021007,3115,,INVESTIGATE PERSON,C11, ,0,2022-03-26 01:17:00,2022,3,Saturday,1,,CUSHING AVE,42.31345709810362,-71.06271008772364,"(42.31345709810362, -71.06271008772364)"
222020994,3501,,MISSING PERSON,C6, ,0,2022-03-26 00:53:00,2022,3,Saturday,0,,NORTH POINT DR,42.320086416281576,-71.04121517344872,"(42.320086416281576, -71.04121517344872)"
222020990,3115,,INVESTIGATE PERSON,C6, ,0,2022-03-26 00:46:00,2022,3,Saturday,0,,"ELLERY ST & DEXTER ST
SOUTH BOSTON  MA 02127
UNITE",42.330326003009425,-71.05825603753351,"(42.330326003009425, -71.05825603753351)"
222021028,3115,,INVESTIGATE PERSON,D14,795,0,2022-03-26 00:43:00,2022,3,Saturday,0,,HIGGINS ST,42.353015925078346,-71.13573200134877,"(42.353015925078346, -71.13573200134877)"
222020989,3801,,M/V ACCIDENT - OTHER,E18,542,0,2022-03-26 00:23:00,2022,3,Saturday,0,,BUSINESS ST,42.25197460119321,-71.1287360043998,"(42.25197460119321, -71.1287360043998)"
222020986,3114,,INVESTIGATE PROPERTY,B3, ,0,2022-03-26 00:19:00,2022,3,Saturday,0,,KERWIN ST,42.29356131960199,-71.0812951698821,"(42.29356131960199, -71.0812951698821)"
222020987,423,,ASSAULT - AGGRAVATED,A15, ,1,2022-03-26 00:05:00,2022,3,Saturday,0,,MONUMENT ST,42.37864907564212,-71.05951276279764,"(42.37864907564212, -71.05951276279764)"
222021068,801,,ASSAULT - SIMPLE,B2,289,0,2022-03-26 00:00:00,2022,3,Saturday,0,,MALCOLM X BLVD,42.331237755852904,-71.09140736221293,"(42.331237755852904, -71.09140736221293)"
222021043,724,,AUTO THEFT,E5,550,0,2022-03-26 00:00:00,2022,3,Saturday,0,,HIGHCREST RD,42.27442003906775,-71.13863966174264,"(42.27442003906775, -71.13863966174264)"
222021033,1831,,SICK ASSIST,D4, ,0,2022-03-26 00:00:00,2022,3,Saturday,0,,"HARRISON AVE & PUBLIC ALLEY 716
BOSTON  MA 02118
U",42.33520996976746,-71.07479005045916,"(42.33520996976746, -71.07479005045916)"
222021030,724,,AUTO THEFT,C11,355,0,2022-03-26 00:00:00,2022,3,Saturday,0,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222020996,619,,LARCENY ALL OTHERS,D4,167,0,2022-03-26 00:00:00,2022,3,Saturday,0,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222021234,1831,,SICK ASSIST,C11, ,0,2022-03-26 00:00:00,2022,3,Saturday,0,,LYON ST,42.30638322801941,-71.06021217719662,"(42.30638322801941, -71.06021217719662)"
222020984,3115,,INVESTIGATE PERSON,D14, ,0,2022-03-25 23:52:00,2022,3,Friday,23,,BRIGHTON AVE,42.35310166285552,-71.1334224663316,"(42.35310166285552, -71.1334224663316)"
222020991,3501,,MISSING PERSON,B2, ,0,2022-03-25 23:47:00,2022,3,Friday,23,,LEYLAND ST,42.32066146475963,-71.07067866730458,"(42.32066146475963, -71.07067866730458)"
222020992,3410,,TOWED MOTOR VEHICLE,D14, ,0,2022-03-25 23:40:00,2022,3,Friday,23,,CAROL AVE,42.34497952675775,-71.14090625595264,"(42.34497952675775, -71.14090625595264)"
222021182,2907,,VAL - OPERATING AFTER REV/SUSP.,C11,334,0,2022-03-25 23:35:00,2022,3,Friday,23,,BOWDOIN ST,42.309825942355126,-71.06364293795393,"(42.309825942355126, -71.06364293795393)"
222020977,2101,,OPERATING UNDER THE INFLUENCE (OUI) ALCOHOL,A7, ,0,2022-03-25 23:30:00,2022,3,Friday,23,,BENNINGTON ST,42.37803935897206,-71.0304616969972,"(42.37803935897206, -71.0304616969972)"
222020983,1831,,SICK ASSIST,C11, ,0,2022-03-25 23:28:00,2022,3,Friday,23,,BOWDOIN ST,42.29983472051833,-71.07243462013514,"(42.29983472051833, -71.07243462013514)"
222020971,3111,,LICENSE PREMISE VIOLATION,B2, ,0,2022-03-25 23:08:00,2022,3,Friday,23,,PARKER ST,42.33083326663215,-71.09757504244756,"(42.33083326663215, -71.09757504244756)"
222021097,801,,ASSAULT - SIMPLE,D4,167,0,2022-03-25 23:00:00,2022,3,Friday,23,,HARRISON AVE,42.33954198983014,-71.06940876967543,"(42.33954198983014, -71.06940876967543)"
222020967,3111,,LICENSE PREMISE VIOLATION,B2, ,0,2022-03-25 23:00:00,2022,3,Friday,23,,PARKER ST,42.33083326663215,-71.09757504244756,"(42.33083326663215, -71.09757504244756)"
222020975,3108,,FIRE REPORT,D14, ,0,2022-03-25 22:48:00,2022,3,Friday,22,,N BEACON ST,42.356660761595265,-71.15104266703132,"(42.356660761595265, -71.15104266703132)"
222020978,3803,,M/V ACCIDENT - PERSONAL INJURY,, ,0,2022-03-25 22:44:00,2022,3,Friday,22,,ALFORD ST,0,0,"(0, 0)"
222021084,1402,,VANDALISM,B2, ,0,2022-03-25 22:30:00,2022,3,Friday,22,,"SACHEM ST & WAIT ST
ROXBURY  MA 02120
UNITED STATE",42.33088295801339,-71.10691002431957,"(42.33088295801339, -71.10691002431957)"
222020970,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,B2, ,0,2022-03-25 22:25:00,2022,3,Friday,22,,DUDLEY STREET,0,0,"(0, 0)"
222020968,3006,,SICK/INJURED/MEDICAL - PERSON,C11, ,0,2022-03-25 22:24:00,2022,3,Friday,22,,HENDRY ST,42.30945933144783,-71.06514623392057,"(42.30945933144783, -71.06514623392057)"
222020966,3115,,INVESTIGATE PERSON,A1, ,0,2022-03-25 22:20:00,2022,3,Friday,22,,CAMBRIDGE ST,42.36110963598764,-71.06741369227746,"(42.36110963598764, -71.06741369227746)"
222020961,801,,ASSAULT - SIMPLE,C6, ,0,2022-03-25 22:03:00,2022,3,Friday,22,,SUMMER ST,42.35053259986199,-71.05109552583076,"(42.35053259986199, -71.05109552583076)"
222021094,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2022-03-25 22:00:00,2022,3,Friday,22,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
222020960,2102,,OPERATING UNDER THE INFLUENCE (OUI) DRUGS,B3, ,0,2022-03-25 21:48:00,2022,3,Friday,21,,"ERIE ST & GREENWOOD ST
DORCHESTER  MA 02121
UNITED",42.30299603617905,-71.07903596785293,"(42.30299603617905, -71.07903596785293)"
222020962,3126,,WARRANT ARREST - OUTSIDE OF BOSTON WARRANT,A1, ,0,2022-03-25 21:42:00,2022,3,Friday,21,,"SUMMER ST & HAWLEY ST
BOSTON  MA 02110
UNITED STAT",42.35496002642055,-71.05975994142077,"(42.35496002642055, -71.05975994142077)"
222020959,1831,,SICK ASSIST,C6, ,0,2022-03-25 21:41:00,2022,3,Friday,21,,EAST EIGHTH STREET,0,0,"(0, 0)"
222020958,3410,,TOWED MOTOR VEHICLE,D4, ,0,2022-03-25 21:40:00,2022,3,Friday,21,,HUNTINGTON AVE,42.343419620037054,-71.08395599659768,"(42.343419620037054, -71.08395599659768)"
222020964,301,,ROBBERY,B3, ,0,2022-03-25 21:36:00,2022,3,Friday,21,,BLUE HILL AVE,42.28374568864996,-71.09153582778349,"(42.28374568864996, -71.09153582778349)"
222020951,3803,,M/V ACCIDENT - PERSONAL INJURY,B2, ,0,2022-03-25 21:22:00,2022,3,Friday,21,,"HAMPDEN ST & MELNEA CASS BLVD
ROXBURY  MA 02119
UN",42.33117802433381,-71.07482102241434,"(42.33117802433381, -71.07482102241434)"
222020981,1831,,SICK ASSIST,C6,178,0,2022-03-25 21:11:00,2022,3,Friday,21,,MASSACHUSETTS AVE,42.33152148278479,-71.0708530659426,"(42.33152148278479, -71.0708530659426)"
222020955,3115,,INVESTIGATE PERSON,C11, ,0,2022-03-25 21:08:00,2022,3,Friday,21,,BOWDOIN ST,42.307038349105625,-71.0661531873317,"(42.307038349105625, -71.0661531873317)"
222021061,540,,BURGLARY - COMMERICAL,D14, ,0,2022-03-25 21:00:00,2022,3,Friday,21,,BRIGHTON AVE,42.35232814102035,-71.12603095332854,"(42.35232814102035, -71.12603095332854)"
222020948,612,,LARCENY PURSE SNATCH - NO FORCE,A1, ,0,2022-03-25 20:54:00,2022,3,Friday,20,,WASHINGTON ST,42.35591934853282,-71.06000538982026,"(42.35591934853282, -71.06000538982026)"
222020945,801,,ASSAULT - SIMPLE,B2, ,0,2022-03-25 20:45:00,2022,3,Friday,20,,BLUE HILL AVE,42.30889840345595,-71.08305190474378,"(42.30889840345595, -71.08305190474378)"
222020944,3201,,PROPERTY - LOST/ MISSING,D4, ,0,2022-03-25 20:40:00,2022,3,Friday,20,,BOYLSTON ST,42.34901954394794,-71.08130134210003,"(42.34901954394794, -71.08130134210003)"
222020946,3001,,DEATH INVESTIGATION,D4, ,0,2022-03-25 20:39:00,2022,3,Friday,20,,WESTLAND AVE,42.34376458213396,-71.08866865414066,"(42.34376458213396, -71.08866865414066)"
222020969,3501,,MISSING PERSON,B2, ,0,2022-03-25 20:37:00,2022,3,Friday,20,,ELDER ST,42.320597475450505,-71.06490116495135,"(42.320597475450505, -71.06490116495135)"
222020950,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B2,321,0,2022-03-25 20:31:00,2022,3,Friday,20,,WARREN ST,42.31011152911237,-71.08298990255695,"(42.31011152911237, -71.08298990255695)"
222020932,2662,,BALLISTICS EVIDENCE/FOUND,C11, ,1,2022-03-25 20:20:00,2022,3,Friday,20,,MOUNT BOWDOIN TER,42.30338365464628,-71.07574685168291,"(42.30338365464628, -71.07574685168291)"
222020952,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,D4,172,0,2022-03-25 20:16:00,2022,3,Friday,20,,ALBANY ST,42.334288406594155,-71.07239517543796,"(42.334288406594155, -71.07239517543796)"
222020942,1831,,SICK ASSIST,B2, ,0,2022-03-25 20:09:00,2022,3,Friday,20,,SEAVER ST,42.306039739089485,-71.08621240213076,"(42.306039739089485, -71.08621240213076)"
222020934,3802,,M/V ACCIDENT - PROPERTY DAMAGE,B3, ,0,2022-03-25 20:05:00,2022,3,Friday,20,,WOODDALE AVE & W SELDEN ST,42.275922973775174,-71.08723001871385,"(42.275922973775174, -71.08723001871385)"
222020927,3402,,"ANIMAL INCIDENTS (DOG BITES, LOST DOG, ETC)",D14,778,0,2022-03-25 20:04:00,2022,3,Friday,20,,WASHINGTON ST,42.34905600030506,-71.15049849975023,"(42.34905600030506, -71.15049849975023)"
222021070,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,245,0,2022-03-25 20:00:00,2022,3,Friday,20,,CRESCENT AVE,42.3189412460306,-71.05483548999058,"(42.3189412460306, -71.05483548999058)"
222021183,724,,AUTO THEFT,E5,691,0,2022-03-25 20:00:00,2022,3,Friday,20,,CENTRE ST,42.28709355259107,-71.14822128377165,"(42.28709355259107, -71.14822128377165)"
222020931,3115,,INVESTIGATE PERSON,B2, ,0,2022-03-25 19:59:00,2022,3,Friday,19,,HOLBORN ST,42.315213969270644,-71.08292636678824,"(42.315213969270644, -71.08292636678824)"
222020982,1831,,SICK ASSIST,C6, ,0,2022-03-25 19:31:00,2022,3,Friday,19,,"TOPEKA ST & SOUTHAMPTON ST
ROXBURY  MA 02118
UNITE",42.331682008247135,-71.06798699336412,"(42.331682008247135, -71.06798699336412)"
222020930,3114,,INVESTIGATE PROPERTY,B3, ,0,2022-03-25 19:28:00,2022,3,Friday,19,,BLUE HILL AVE,42.274784624199135,-71.09368460920082,"(42.274784624199135, -71.09368460920082)"
222020920,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13, ,0,2022-03-25 19:27:00,2022,3,Friday,19,,ANSON ST,42.303028424117635,-71.11398511850255,"(42.303028424117635, -71.11398511850255)"
222020929,801,,ASSAULT - SIMPLE,E13, ,0,2022-03-25 19:20:00,2022,3,Friday,19,,COLUMBUS AVE,42.315068980494324,-71.09746579411993,"(42.315068980494324, -71.09746579411993)"
222020918,1501,,WEAPON VIOLATION - CARRY/ POSSESSING/ SALE/ TRAFFICKING/ OTHER,B2, ,0,2022-03-25 19:00:00,2022,3,Friday,19,,WASHINGTON ST,42.30649282980647,-71.08180676829282,"(42.30649282980647, -71.08180676829282)"
222021184,1402,,VANDALISM,E5, ,0,2022-03-25 19:00:00,2022,3,Friday,19,,ROCKINGHAM AVE,42.26483264615451,-71.1556787678308,"(42.26483264615451, -71.1556787678308)"
222021045,1402,,VANDALISM,E18, ,0,2022-03-25 19:00:00,2022,3,Friday,19,,FAIRMOUNT AVE,42.2516969723944,-71.1173813454298,"(42.2516969723944, -71.1173813454298)"
222020921,801,,ASSAULT - SIMPLE,A1, ,0,2022-03-25 18:54:00,2022,3,Friday,18,,"BEAVER ST & BEACON ST
BOSTON  MA 02116
UNITED STAT",42.35555604240089,-71.07204904076785,"(42.35555604240089, -71.07204904076785)"
222020926,3501,,MISSING PERSON,B2, ,0,2022-03-25 18:44:00,2022,3,Friday,18,,CRAWFORD ST,42.31254969714649,-71.08757080659649,"(42.31254969714649, -71.08757080659649)"
222020922,1831,,SICK ASSIST,E18, ,0,2022-03-25 18:44:00,2022,3,Friday,18,,NAVARRE ST,42.27458078325077,-71.11766501992906,"(42.27458078325077, -71.11766501992906)"
222020914,3115,,INVESTIGATE PERSON,E13, ,0,2022-03-25 18:43:00,2022,3,Friday,18,,"AMORY ST & MINTON ST
JAMAICA PLAIN  MA 02130
UNITE",42.313562040105474,-71.10521503434089,"(42.313562040105474, -71.10521503434089)"
222020913,1402,,VANDALISM,B3, ,0,2022-03-25 18:39:00,2022,3,Friday,18,,NORFOLK ST,42.27967051059363,-71.08887825508737,"(42.27967051059363, -71.08887825508737)"
222020912,613,,LARCENY SHOPLIFTING,D4, ,0,2022-03-25 18:38:00,2022,3,Friday,18,,RING RD,42.3481315830497,-71.08027001562783,"(42.3481315830497, -71.08027001562783)"
222020919,3108,,FIRE REPORT,C11, ,0,2022-03-25 18:29:00,2022,3,Friday,18,,GRANITE AVE,42.28128746802138,-71.05515251476493,"(42.28128746802138, -71.05515251476493)"
222020911,1402,,VANDALISM,E18, ,0,2022-03-25 18:21:00,2022,3,Friday,18,,RIVER ST,42.26343717218162,-71.10639122317377,"(42.26343717218162, -71.10639122317377)"
222020901,2905,,VAL - VIOLATION OF AUTO LAW,B3,427,0,2022-03-25 18:17:00,2022,3,Friday,18,,BLUE HILL AVE,42.2796829924884,-71.09286048302566,"(42.2796829924884, -71.09286048302566)"
222020905,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18, ,0,2022-03-25 18:15:00,2022,3,Friday,18,,AMERICAN LEGION HWY,42.28322762062455,-71.1138614002571,"(42.28322762062455, -71.1138614002571)"
222020937,3115,,INVESTIGATE PERSON,E18, ,0,2022-03-25 18:11:00,2022,3,Friday,18,,HYDE PARK AVE,42.273809418566756,-71.1199603521482,"(42.273809418566756, -71.1199603521482)"
222020895,619,,LARCENY ALL OTHERS,A1, ,0,2022-03-25 18:09:00,2022,3,Friday,18,,TEMPLE PL,42.35521428732261,-71.06206350909659,"(42.35521428732261, -71.06206350909659)"
222020889,3115,,INVESTIGATE PERSON,C11,355,0,2022-03-25 18:05:00,2022,3,Friday,18,,GIBSON ST,42.29755532959655,-71.05970910242573,"(42.29755532959655, -71.05970910242573)"
